im_id,title,releasedYear,Genre,Director,Writter,actors,imdb_votes,imdb_rating,keywords,PolarityConfidence,Tbl_ID
tt0119654,Men in Black,1997,"Adventure, Comedy, Family",Barry Sonnenfeld,"Lowell Cunningham (comic), Ed Solomon (screen story), Ed Solomon (screenplay)","Tommy Lee Jones, Will Smith, Linda Fiorentino, Vincent D'Onofrio","446,773",7.3," comic book, unbeknownst people, private agency code named, mib agency kind, terrestrial surveillance corporation agency, finest men, going name, tommy lee jones recruiting, new addition agency chosen, smith day flying, saucer crash earth, alien part bug race take, body farmer vincent, donofrio head new york, super energy source called, stop bug, escape galaxy",95.7895,1433
tt0119664,Metro,1997,"Action, Comedy, Crime",Thomas Carter,Randy Feldman,"Eddie Murphy, Kim Miyori, Art Evans, James Carpenter","22,858",5.5," roper hostage negotiator catch, murderous bank, blown heist bank robber, go man put, bar ending, played roper, partner mccall, attempting rescue, roper kidnapped, major element plot relationship, roper girlfriend",100,1434
tt0119668,Midnight in the Garden of Good and Evil,1997,"Crime, Drama, Mystery",Clint Eastwood,"John Berendt (book), John Lee Hancock (screenplay)","John Cusack, Kevin Spacey, Jack Thompson, Irma P. Hall","33,781",6.6," panoramic tale savannah eccentricity, focus murder, subsequent trial jim williams, made man, art collector antique, dealer bon vivant, homosexual john kelso magazine, reporter find, beautiful architecture, odd doings, feature williams, famous christmas party intrigued, williams start, curiosity piqued, meet jims, young sexy, billy dead kelso, murder trial, way encounter, irrepressible lady chablis drag, queen commedienne, sonny seiler lawyer williams, famous dog, official mascot georgia bulldog, odd man, keep fly attached, mini leash lapel, daily poison water supply married, lady card club, minerva spiritualist jims buddy, singer meeting, eccentric savannah, participating midnight, graveyard ritual, solve mystery surrounding, murder kelso hand",100,1435
tt0119675,Mimic,1997,"Horror, Sci-Fi",Guillermo del Toro,"Donald A. Wollheim (short story ""Mimic""), Matthew Robbins (screen story), Guillermo del Toro (screen story), Matthew Robbins (screenplay), Guillermo del Toro (screenplay)","Mira Sorvino, Jeremy Northam, Alexander Goodwin, Giancarlo Giannini","40,199",5.9," disease carried common cockroach, manhattan child effort stop, epidemic entomologist, susan tyler, mutant breed insect secretes, kill roach, mutant breed, die generation, susan find, specie survived, gruesome monster, human form",100,1436
tt0119683,Les Misérables,1998,"Crime, Drama, History",Bille August,"Victor Hugo (novel), Rafael Yglesias (screenplay)","Christopher Adamson, Tim Barlow, Timothy Bateson, Veronika Bendová","34,508",7.5," valjean frenchman, stealing bread, police officer, javert pursuit consumes men, valjean find, midst student revolution france",100,1437
tt0119692,With Friends Like These...,1998,Comedy,Philip Frank Messina,Philip Frank Messina,"Adam Arkin, David Strathairn, Jon Tenney, Robert Costanzo",472,5.8," smalltime twobit character actor, close friend, important part, martin scorsese mob",100,1438
tt0119698,Princess Mononoke,1997,"Animation, Adventure, Fantasy",Hayao Miyazaki,"Hayao Miyazaki, Neil Gaiman (adapted by: English version)","Billy Crudup, Billy Bob Thornton, Minnie Driver, John DiMaggio","261,494",8.4," protecting village rampaging, boargod demon, warrior ashitaka, save life, forest west, fierce campaign, human waging, ambitious lady eboshi loyal, clan use gun, god forest brave, young woman princess mononoke, raised wolfgod, ashitaka see good side, try stem, flood blood met, animosity side, supporting enemy",72,1439
tt0119707,Mortal Kombat: Annihilation,1997,"Action, Adventure, Fantasy",John R. Leonetti,"Ed Boon (video games), Lawrence Kasanoff (story), Joshua Wexler (story), John Tobias (story), Brent V. Friedman (screenplay), Bryce Zabel (screenplay)","Robin Shou, Talisa Soto, James Remar, Sandra Hess","39,577",3.7," mortal kombat, ancient tournament earth realm, warrior battle force outworld, liu kang, chosen fighter, fought defeated powerful sorcerer, shang tsung victory, preserve peace, earth generation, taking place, now first movie, short period peace, evil force, dimension come invade wreak, havoc earth, guided force, outworld leader shao, general motaro rain, sheeva sindel, liu kang, raiden jax sonya kitana, shao kahn, realm merges",97.7778,1440
tt0119715,Mousehunt,1997,"Comedy, Family",Gore Verbinski,Adam Rifkin,"Nathan Lane, Lee Evans, Vicki Lewis, Maury Chaykin","45,236",6.4," family film mouse, life old house, geriatric owner, ernie lars, smuntz plan, trouble getting rid mouse",100,1441
tt0119718,Mr. Magoo,1997,"Adventure, Comedy, Family",Stanley Tong,"Pat Proft, Tom Sherohman","Leslie Nielsen, Kelly Lynch, Matt Keeslar, Nick Chinlund","12,934",3.9," mrmagoo eccentric millionaire, very bad eyesight, refuse use eyeglass, get trouble, museum robbery, priceless gem, called star, kurdistan begin trace way, idea steal gem, austin cloquet, ortega piranha peru, federal agent stupak anders lead, manhunt mrmagoo",-45,1442
tt0119723,Mrs Dalloway,1997,"Drama, Romance",Marleen Gorris,"Eileen Atkins (screenplay), Virginia Woolf (novel)","Vanessa Redgrave, Natascha McElhone, Michael Kitchen, Alan Cox","3,092",6.9," london summer clarissa mp, richard dalloways wife, beautiful morning shes shopping, flower party evening, time septimus warren, young man, europe suffering nightmarish, delayedonset form, shellshock clarissas, nearlygrown daughter, preoccupied course day peter, clarissas passionate, old suitor return india invited, party septimus commits, clarissa relives day, reason choice life, reliable richard dalloway",90,1443
tt0119731,Murder at 1600,1997,"Action, Crime, Drama",Dwight H. Little,"Wayne Beach, David Hodgin","Wesley Snipes, Diane Lane, Daniel Benzali, Dennis Miller","25,303",6.1," year old, white house staffer carla, town murdered white house, homicide detective regis, investigate find evidence suppressed, secret service, coverup regis convinces, secret service agent, nina chance assist uncovering, truth president son, suspect sex carla, hour murder investigation, ensues president, military personnel, korea holding, military personnel hostage, regis confronts, secret service agent spikings, spikings return, evidence leading, murder home, attacked spikings killed, regis make alive agent, chance assistance evidence, tape white house, adviser jordan, false evidence president son killed, carla force president say, announce resignation following, day regis, white house, underground tunnel, stop president resigning, arrest jordan conspiracy murder, jordan pull gun, agent chance, secret service agent news briefing, state false rumor, president resigning, state agent spikings, gunfire exchange, jordan secret service",80,1444
tt0119738,My Best Friend's Wedding,1997,"Comedy, Drama, Romance",P.J. Hogan,Ronald Bass,"Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett","109,330",6.3," woman promise, made year, supposed marry, best friend, doesnt want, marrying someone, jealous try",93.3333,1445
tt0119778,Next Stop Wonderland,1998,"Comedy, Drama, Romance",Brad Anderson,"Brad Anderson, Lyn Vaus","Hope Davis, Philip Seymour Hoffman, Callie Thorne, Ken Cheeseman","4,307",6.7," erin nurse, longtime boyfriend, piper place, personal ad meanwhile film follows, life alan volunteer, local aquarium dream becoming, marine biologist, path cross",64,1446
tt0119783,Night Falls on Manhattan,1996,"Crime, Drama",Sidney Lumet,"Robert Daley (novel), Sidney Lumet (screenplay)","Andy Garcia, Ian Holm, James Gandolfini, Lena Olin","5,486",6.6," sean casey, newest member district attorney, close uncovering police, involve father, liam work, wounded stakeout, sean chosen, prosecute case",100,1447
tt0119807,Nothing to Lose,1997,"Action, Adventure, Comedy",Steve Oedekerk,Steve Oedekerk,"Martin Lawrence, Tim Robbins, John C. McGinley, Giancarlo Esposito","38,851",6.7," man robbins belief, discovered wife affair bos set, chain reaction event, first wanders, lawrence try, take money, wild ride california arizona, reluctant friend, discussing robbery, technique decide, back bos robbing, office safe containing, dollar life, pair robber chase, infringing territory",100,1448
tt0119819,Office Killer,1997,"Comedy, Horror, Thriller",Cindy Sherman,"Elise MacAdam, Tom Kalin, Todd Haynes (additional dialogue), Cindy Sherman (story), Elise MacAdam (story)","Carol Kane, Molly Ringwald, Jeanne Tripplehorn, Barbara Sukowa","1,648",4.9," dorine douglas job, proofreader constant consumer, magazine turned athome position, downsizing doesnt know, killing coworkers, discovers murder, loneliness home life macabre, office place form, basement populated dead coworkers",93.3333,1449
tt0119822,As Good as It Gets,1997,"Comedy, Drama, Romance",James L. Brooks,"Mark Andrus (story), Mark Andrus (screenplay), James L. Brooks (screenplay)","Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr.","242,504",7.7," new york city melvin, udall cranky, obsessivecompulsive writer, find life turned, neighboring gay artist simon hospitalized, dog entrusted melvin addition, carol waitress, leave work, care sick son, impossible melvin eat breakfast",89,1450
tt0119832,One Night Stand,1997,"Drama, Romance",Mike Figgis,Mike Figgis,"Wesley Snipes, Nastassja Kinski, Kyle MacLachlan, Ming-Na Wen","5,937",5.8," los angeles, advertisement director, max visit, friend artist, charlie diagnosed new york, city meet karen, attracted meet, day concert passionate night, return home los, angeles family wife, max return new york, city visit charlie, dying meet, karen married, charlies brother vernon",100,1451
tt0119843,Oscar and Lucinda,1997,"Drama, Romance",Gillian Armstrong,"Peter Carey (novel), Laura Jones (screenplay)","Ralph Fiennes, Cate Blanchett, Ciarán Hinds, Tom Wilkinson","5,986",6.7," mid england oscar, anglican priest misfit, outcast soul angel boy, pentecostal family, god told, sign leave, father faith, join church, england lucinda teenaged, australian heiress, almost desperate desire, liberate sex confines, maledominated culture, australia time, buy glass, factory dream building, church made, glass transporting, bellingen remote, settlement north coast, oscar lucinda meet, ship going australia, different reason, ostracized society, result join force, oscar lucinda passionate, gambler lucinda bet, oscar entire inheritance, transport glass, church outback, safely oscar accepts, lead event, change life",10,1452
tt0119848,Out to Sea,1997,"Comedy, Romance",Martha Coolidge,Robert Nelson Jacobs,"Jack Lemmon, Walter Matthau, Dyan Cannon, Gloria DeHaven","6,882",6.1," carefree charlie con widower, brotherinlaw herb, expensespaid luxury cruise search, lonely lady catch, required dance, host tyrannical cruise, director luscious liz, lovely vivian hero, lot misadventure, return port",100,1453
tt0119859,Paradise Road,1997,"Drama, History, War",Bruce Beresford,"David Giles (story), Martin Meader (story), Bruce Beresford, Betty Jeffrey (diaries)","Glenn Close, Frances McDormand, Pauline Collins, Cate Blanchett","4,574",6.8," group woman, different country, social level, japanese pow camp, adrienne graduate royal academy, music organizes vocal band, spite guard resistance",100,1454
tt0119874,The Peacemaker,1997,"Action, Thriller",Mimi Leder,"Leslie Cockburn (article), Andrew Cockburn (article), Michael Schiffer (screenplay)","George Clooney, Nicole Kidman, Marcel Iures, Aleksandr Baluev","49,090",5.9," train crash, nuclear payload, nuclear explosion, crash world alert, however white house, expert dr julia, special operation intelligence officer, colonel thomas devoe, doesnt think, unravel conspiracy go, new york, stop terrorist",100,1455
tt0119887,The Pest,1997,Comedy,Paul Miller,"David Bar Katz (story), John Leguizamo (story), David Bar Katz (screenplay)","John Leguizamo, Jeffrey Jones, Freddy Rodríguez, Pat Skipper","7,114",5," miami scam, pest vargas, german headhunter mob dollar, german guy head pest, don many disguise, attempt evade",93.3333,1456
tt0119896,Picture Perfect,1997,"Comedy, Drama, Romance",Glenn Gordon Caron,"Arleen Sorkin (story), Paul Slansky (story), May Quigley (story), Arleen Sorkin (screenplay), Paul Slansky (screenplay), Glenn Gordon Caron (screenplay)","Jennifer Aniston, Jay Mohr, Kevin Bacon, Olympia Dukakis","17,143",5.5," kate working, career mercer advertising, promotion shes, tie company story made, nick guy, met friend wedding, seems work, get attention, wanted event, dramatic turn, present alleged, fiance bos",87.5,1457
tt0119906,Playing God,1997,"Crime, Thriller, Drama",Andy Wilson,Mark Haskell Smith,"David Duchovny, Timothy Hutton, Angelina Jolie, Michael Massee","6,683",5.6," medical license performing operation, high amphetamine, famed la, surgeon dr eugene, sand abandon former life, crossing path, raymond blossom, infamous counterfeiter, gunshot doctor raymonds associate, hospital eugene, criminal world, entangled boss girlfriend",100,1458
tt0119910,Polish Wedding,1998,"Comedy, Drama, Romance",Theresa Connelly,Theresa Connelly,"Claire Danes, Jon Bradford, Lena Olin, Ramsey Krull","2,909",5.4," film center, polish family jadzia mother, ruler pzoniak, married bolek, also longtime affair, roman young daughter, neighbour cop russell becomes, pregnant russell, marry hala",100,1459
tt0119934,Without Limits,1998,"Biography, Drama, Sport",Robert Towne,"Robert Towne, Kenny Moore","Billy Crudup, Donald Sutherland, Monica Potter, Jeremy Sisto","6,091",7.2," film follows, life famous runner, steve prefontaine, youth day, university oregon, legendary coach bill bowerman, olympics munich, death car crash",95.7143,1460
tt0119937,Prefontaine,1997,"Biography, Drama, Romance",Steve James,"Steve James, Eugene Corr","Jared Leto, R. Lee Ermey, Ed O'Neill, Breckin Meyer","6,273",6.8," life time, steve prefontaine, young longdistance runner oregon pursued, dream olympic gold, munich became biggest, yet tragic sport, star america",90,1461
tt0119942,Primary Colors,1998,"Comedy, Drama",Mike Nichols,"Joe Klein (novel), Elaine May (screenplay)","John Travolta, Emma Thompson, Billy Bob Thornton, Kathy Bates","25,051",6.7," jack stanton, running president, election seen, eye young henry, way stanton, deal sex",70,1462
tt0119978,The Rainmaker,1997,"Crime, Drama, Thriller",Francis Ford Coppola,"John Grisham (novel), Francis Ford Coppola (screenplay), Michael Herr (narration)","Matt Damon, Danny DeVito, Claire Danes, Jon Voight","51,482",7.1," rudy baylor jobless, young attorney, elderly couple, insurance company, pay operation save, son life, judicial drama rudy learns, corporate america fall love battered, young married",88.8889,1463
tt0119994,Red Corner,1997,"Crime, Drama, Thriller",Jon Avnet,Robert King,"Richard Gere, Bai Ling, Bradley Whitford, Byron Mann","14,160",6.3," jack moore, american attorney talk bejing, first satellite tv, joint venture, accused murder prove frameup, courtappointed attorney, shen yuelin",100,1464
tt0120004,The Relic,1997,"Horror, Mystery, Sci-Fi",Peter Hyams,"Douglas Preston (novel), Lincoln Child (novel), Amy Holden Jones (screenplay), John Raffo (screenplay), Rick Jaffa (screenplay), Amanda Silver (screenplay)","Penelope Ann Miller, Tom Sizemore, Linda Hunt, James Whitmore","21,005",5.7," researcher chicago, natural history museum return, south america crate, arrive museum, owner appears, discover gruesome murder, cargo ship, brought crate, murder museum, investigating murder, lt vincent dagosta, dr margo, green museum, taken interest, content colleague crate, large creature, roaming museum gearing, benefit reception city mayor attend",90,1465
tt0120032,Romy and Michele's High School Reunion,1997,Comedy,David Mirkin,"Robin Schiff (play), Robin Schiff (screenplay)","Mira Sorvino, Lisa Kudrow, Janeane Garofalo, Alan Cumming","36,778",6.2," romy michele, popular crowd, high school, receive word, year reunion, realize life, impressive theyd, staying home go, reunion business outfit, cell phone heck, bogus success story",92.3077,1466
tt0120036,Rosewood,1997,"Action, Drama, History",John Singleton,Gregory Poirier,"Jon Voight, Ving Rhames, Don Cheadle, Bruce McGill","6,550",7.2," ving rhames, mann drifter caught, rosewood town, racial prejudice end, surviving africanamericans escape, town help, humble store, owner played, jon voight",87.5,1467
tt0120053,The Saint,1997,"Action, Adventure, Romance",Phillip Noyce,"Leslie Charteris (character), Jonathan Hensleigh (story), Jonathan Hensleigh (screenplay), Wesley Strick (screenplay)","Val Kilmer, Elisabeth Shue, Rade Serbedzija, Valeriy Nikolaev","55,383",6.2," real family, real home simon, templar isnt, even real name, yet simon templar, known saint, use creating false identity, catholic saint world, successful thief, slick debonair master disguise, simon manages outwit police, job simon, russian mafia steal, cold fusion energy formula, scientist emma russel, mission backfire fall, pretty intelligent scientist, new love, manage outwit, russian mafia work energy, formula worst happens",81.25,1468
tt0120082,Scream 2,1997,"Horror, Mystery",Wes Craven,"Kevin Williamson (characters), Kevin Williamson","Jada Pinkett Smith, Omar Epps, Paulette Patterson, Rasila Schroeder","136,010",6.1," year event scream, sidney prescott randy, attending windsor, college trying, get life, new ghostface, spree begin help dewey, gale sidney, murder body count, list suspect",94.4444,1469
tt0120094,Selena,1997,"Biography, Drama, Music",Gregory Nava,Gregory Nava,"Jennifer Lopez, Jackie Guerra, Constance Marie, Alex Meneses","21,117",6.7," film tell, story life, mexican tejano style singer selena, quintanillaperez progress career resulting",74.2857,1470
tt0120102,Seven Years in Tibet,1997,"Adventure, Biography, Drama",Jean-Jacques Annaud,"Heinrich Harrer (book), Becky Johnston (screenplay)","Brad Pitt, David Thewlis, BD Wong, Mako","106,054",7," death climber, heinrich harrer brad pitt decides, glory country, austrian pride, nanga parbat, british india leaf, expectant wife, egoist loner, others team, bad weather, wwii break, lodged dehra dun camp, attempt break several time, peter aufschnaiter david, thewlis end, holy city, lhasa place, banned foreigner provided, food shelter peter, marrying tailor, pema lhaki, heinrich befriends, lama meet, child curiosity world including, jack ripper, yellow hair, teaching lord buddha, even construct movie, theater getting, news end war, divorce son refusal, communicate nothing, prepare devastation, communist china, leading death, tibetan destruction monastery",100,1471
tt0120107,Shadow Conspiracy,1997,"Action, Thriller",George P. Cosmatos,"Adi Hasak, Ric Gibbs","Charlie Sheen, Donald Sutherland, Linda Hamilton, Stephen Lang","3,969",4.9," bobby bishop, assistant president, united state, meet friend, professor pochenko street, pochenko time tell bishop, conspiracy white house, now bad guy, bobby man, know plot, not survive stop, conspirator achieving, goal doesnt, know trust",95.5556,1472
tt0120112,She's So Lovely,1997,"Drama, Romance",Nick Cassavetes,John Cassavetes,"Sean Penn, James Gandolfini, Robin Wright, John Travolta","7,375",5.9," pregnant husband, maureen share, couple drink neighbor kiefer, try rape beat, eddie return, find wife bruised, ballistic shoot paramedic put, psychiatric institution, maureen divorced, child little, girl jeanie eddie go, reclaim wife",100,1473
tt0120148,Sliding Doors,1998,"Comedy, Drama, Fantasy",Peter Howitt,Peter Howitt,"Gwyneth Paltrow, John Hannah, John Lynch, Jeanne Tripplehorn","56,514",6.8," public relation helen fired, position pr company, returning home, catch train, possibility life catch, subway story show, parallel life, helen life, gerry life, gerry cheat, lydia fall love james hammerton",90,1474
tt0120152,Smilla's Sense of Snow,1997,"Action, Drama, Sci-Fi",Bille August,"Peter Høeg (novel), Ann Biderman (screenplay)","Ona Fletcher, Julia Ormond, Agga Olsen, Patrick Field","12,340",6.4," based peter, hoegs bestseller film, snowy copenhagen, small boy, dead fell, roof smilla jasperson, friend life house begin, suspect murder, know boy, afraid height, played roof, begin investigate, deeper deeper conspiracy, mean death",80,1475
tt0120157,Soldier,1998,"Action, Drama, Sci-Fi",Paul W.S. Anderson,David Webb Peoples,"Kurt Russell, Jason Scott Lee, Jason Isaacs, Connie Nielsen","46,998",6," futuristic society people selected, become soldier, trained manner, inhuman killing, machine succesfull, soldier russell, new breed, soldier confrontation, dead body, colonial planet everything, peaceful taught, aspect life, new breed, soldier time, new home",35.7143,1476
tt0120169,Soul Food,1997,"Comedy, Drama",George Tillman Jr.,George Tillman Jr.,"Vanessa Williams, Vivica A. Fox, Nia Long, Michael Beach","5,898",7," matriarch mama joe, held family, around sunday dinner, soul food, hospitalizes dinner, stop tension, daughter start, break family, sister feud, teri jealous maxines, marriage irritated, everyone assumes corporate, open rest family, maxine resents, bossiness insensitivity family tradition, bird youngest, married excon, accepts favor old, lover lead husband arrest, mama joes, ahmad cook, scheme bring",84.6154,1477
tt0120176,The Spanish Prisoner,1997,"Drama, Mystery, Thriller",David Mamet,David Mamet,"Campbell Scott, Ricky Jay, Rebecca Pidgeon, Richard L. Friedman","19,696",7.3," joe ross, rising star, designed process, make company, want bonus, work fear bos, wealthy stranger jimmy dell strike, offkilter friendship bos seems, get nothing, seek dell help, learns dell, fbi agent tightlywound assistant, susan ricci fbi asks, help entrap dell, conned process framed, murder bewildered desperate enlists, susans aid, prove innocence",27.2727,1478
tt0120177,Spawn,1997,"Action, Horror",Mark A.Z. Dippé,"Todd McFarlane (comic book), Alan B. McElroy (screen story), Mark A.Z. Dippé (screen story), Alan B. McElroy (screenplay)","Michael Jai White, John Leguizamo, Martin Sheen, Theresa Randle","57,185",5.2," assassin named al simmons, evil bos jason wynn, al make, deal devil return, earth spawn see wife, devil minion clown kill, wynn wynn, made deal, clown suppose, destroy world, allow hell attack, heaven spawn, good evil",94,1479
tt0120179,Speed 2: Cruise Control,1997,"Action, Adventure, Crime",Jan de Bont,"Graham Yost (characters), Jan de Bont (story), Randall McCormick (story), Randall McCormick (screenplay), Jeff Nathanson (screenplay)","Sandra Bullock, Jason Patric, Willem Dafoe, Temuera Morrison","65,192",3.8," porter woman, bus bomb, slows dated, cop saved, putting life, danger date guy, named alex, mundane assignment, learns work, unit guy, addicted danger want, surprise cruise, propose notice, passenger act, peculiar cant help try, find whats, geiger computer, man designed ship system, take ship, system set, send tanker, alex try stop",90,1480
tt0120184,Sphere,1998,"Drama, Horror, Mystery",Barry Levinson,"Michael Crichton (novel), Kurt Wimmer (adaptation), Stephen Hauser (screenplay), Paul Attanasio (screenplay)","Dustin Hoffman, Sharon Stone, Samuel L. Jackson, Peter Coyote","88,965",6.1," navy diver, discover object, halfamile long crack, team scientist, deployed site, deepsea habitat, find boggles mind, perfect metal, mysterious manifestation, live find",44,1481
tt0120188,Three Kings,1999,"Action, Adventure, Comedy",David O. Russell,"John Ridley (story), David O. Russell (screenplay)","George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze","147,571",7.1," small group, american soldier, iraq end gulf war determined, huge cache gold reputed, desert base, map believe, take gold, embark journey lead, unexpected discovery, enabling rise, heroic challenge, change life",77,1482
tt0120201,Starship Troopers,1997,"Action, Adventure, Sci-Fi",Paul Verhoeven,"Edward Neumeier (screenplay), Robert A. Heinlein (book)","Casper Van Dien, Dina Meyer, Denise Richards, Jake Busey","239,738",7.2," distant future, high school kid encouraged, citizen joining, military dont, scale war planet alien, insect fight, ensure safety",93.3333,1483
tt0120211,Still Breathing,1997,"Comedy, Drama, Romance",James F. Robinson,James F. Robinson,"Lou Rawls, Brendan Fraser, Joanna Going, Steven Lambert","2,050",6.9," lost soul, conartist puppeteer, san antonio dream, linking travel find, woman become obsessed resists, kooky idea travel, antonio meet wise, disparate people, fate get, increasingly interesting roll",64,1484
tt0120238,SubUrbia,1996,"Comedy, Drama",Richard Linklater,"Eric Bogosian (play), Eric Bogosian (screenplay)","Jayce Bartok, Amie Carey, Nicky Katt, Ajay Naidu","7,898",6.8," spend day night wasting, parking lot, make something, particular night, high school friend escaped, suburban town, pop star",100,1485
tt0120255,The Sweet Hereafter,1997,Drama,Atom Egoyan,"Russell Banks (novel), Atom Egoyan (screenplay)","Ian Holm, Caerthan Banks, Sarah Polley, Tom McCamus","28,784",7.6," small community, apart tragic accident, kill town, child lawyer visit victim, parent order profit, tragedy stirring, launching class, action suit anyone, blame community paralyzed, young girl, accident find courage, lead way",92.8571,1486
tt0120265,Taste of Cherry,1997,Drama,Abbas Kiarostami,Abbas Kiarostami,"Homayoun Ershadi, Abdolrahman Bagheri, Afshin Khorshid Bakhtiari, Safar Ali Moradi","17,169",7.7," middleaged mrbadii planning, commit suicide, desperately seek anyone, dug grave, mountain assistant, deed asks kurd, soldier afghan, seminarian everyone refuse reason, turkish taxidermist, sick son, attempted suicide agrees, assist badii",97.1429,1487
tt0120303,Telling Lies in America,1997,"Drama, Music",Guy Ferland,Joe Eszterhas,"Kevin Bacon, Brad Renfro, Maximilian Schell, Calista Flockhart","1,921",6.3," karchy brad renfro, boy school, hungary america, struggling school trying, adjust america culture, hears radio, billy magic kevin, bacon hold, contest student hall, week karchy, several week spends time, billy magic man, money girl, glam karchy think, spending time magic, start telling, lie make, hurting people, care realizes isnt, worth telling, affect friend afterwards learns, person give, magic turn, pay price lie told",80,1488
tt0120317,That Darn Cat,1997,"Action, Comedy, Crime",Bob Spiers,"Gordon Gordon (novel), Mildred Gordon (novel), Gordon Gordon, Mildred Gordon, Bill Walsh, Scott Alexander (screenplay), Larry Karaszewski (screenplay)","Christina Ricci, Doug E. Doug, Dean Jones, George Dzundza","3,548",4.6," small massachusetts town, maid thinking wife, prominent businessman, short darn cat alley, cat looking, kidnap victim bound gagged, shed kidnap, victim scratch plea, wristwatch put, cat neck, patti find, watch link, missing maid, playing amateur, detective enlists, fbi agent zeke assigned, case patti zeke, follow tight, opening track",100,1489
tt0120318,That Old Feeling,1997,"Comedy, Romance",Carl Reiner,Leslie Dixon,"Bette Midler, Dennis Farina, Paula Marshall, Gail O'Grady","3,157",6.1," lily dan couple, divorced year, invite reception, dan bicker, asks leave, banter turn, passion get, wedding night, discovers parent, next day, partner wondering, decides try, find enlists paparazzo, following mother, help find",100,1490
tt0120323,A Thousand Acres,1997,Drama,Jocelyn Moorhouse,"Jane Smiley (novel), Laura Jones (screenplay)","Michelle Pfeiffer, Jessica Lange, Jason Robards, Jennifer Jason Leigh","4,550",6," acre drama, american family meet, tragedy land story, father daughter husband, passion subdue history, land story",91.6667,1491
tt0120324,A Simple Plan,1998,"Crime, Drama, Thriller",Sam Raimi,"Scott B. Smith (novel), Scott B. Smith (screenplay)","Bill Paxton, Bridget Fonda, Billy Bob Thornton, Brent Briscoe","55,148",7.5," diverse character part, find deserted plane, bag full, devise simple plan, keep money, noone claim, nothing turn simple",100,1492
tt0120338,Titanic,1997,"Drama, Romance",James Cameron,James Cameron,"Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates","884,857",7.8," yearold woman, dewitt bukater, tell story, granddaughter lizzy calvert, brock lovett, lewis bodine bobby buell, anatoly mikailavich, keldysh life set, april ship, young rose, board departing ship, upperclass passenger mother ruth, dewitt bukater fianc, caledon hockley, meanwhile drifter artist, named jack, dawson best friend, win thirdclass ticket, ship game, whole story departure death, first last voyage, april morning",98,1493
tt0120347,Tomorrow Never Dies,1997,"Action, Adventure, Thriller",Roger Spottiswoode,Bruce Feirstein,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh, Teri Hatcher","160,635",6.5," agent james bond, mission includes, medium tycoon, chinese agent, elliot carver want, global medium empire order, achieve broadcasting, right china carver want, world war iii, starting confrontation, chinese water bond gain, help wai lin, quest stop, bond feel, former lover, carver wife",64.6154,1494
tt0120357,Touch,1997,"Comedy, Drama, Romance",Paul Schrader,"Elmore Leonard (novel), Paul Schrader (screenplay)","LL Cool J, Gina Gershon, Conchata Ferrell, John Doe","2,061",5.7," juvenal presumed, miracle worker, scene bill hill attempt, exploit plan, intervention august murray, developing relationship, juvenal lynn faulkner",100,1495
tt0120373,Trial and Error,1997,"Comedy, Romance",Jonathan Lynn,"Sara Bernstein (story), Gregory Bernstein (story), Cliff Gardner (story), Sara Bernstein (screenplay), Gregory Bernstein (screenplay)","Michael Richards, Jeff Daniels, Charlize Theron, Jessica Steen","5,510",5.7," lawyer charlie, tuttle defending, wife relative benny, gibbs class action, fraud suit, get city, court take, place get drunk, following day hearing, friend actor richard rjetti take, place posing, charlie bad thing, richard doesnt, know anything, lawyer charlie, teach court",100,1496
tt0120382,The Truman Show,1998,"Comedy, Drama, Sci-Fi",Peter Weir,Andrew Niccol,"Jim Carrey, Laura Linney, Noah Emmerich, Natascha McElhone","770,648",8.1," movie truman man, life fake place, life fact, big studio hidden camera, everywhere friend people, actor play role, popular tvseries world truman show, truman think, ordinary man, ordinary life, idea exploited, day find",87,1497
tt0120389,Turbo: A Power Rangers Movie,1997,"Action, Adventure, Family","Shuki Levy, David Winning","Shuki Levy, Shell Danielson, Haim Saban (based upon ""Mighty Morphin Power Rangers"" created by), Shuki Levy (based upon ""Mighty Morphin Power Rangers"" created by)","Jon Simanton, Kai Doi, Greg Collins, Steve Cardenas","7,284",3.5," legendary power ranger, evil space pirate divatox releasing, maligore volcanic imprisonment, island muranthias, key release, hope victory, lie ranger, new turbo power, powerful turbo zords",94.2857,1498
tt0120390,Turbulence,1997,"Action, Thriller",Robert Butler,Jonathan Brett,"Ray Liotta, Lauren Holly, Brendan Gleeson, Hector Elizondo","9,535",4.8," romance beautiful woman, ryan arrested, convicted part christmas eve, transfer prisoner, commercial flight airline jfk, holiday passenger waiting, jumbo jet, lot empty seat, prisoner overpower, civilian passenger, herded pantry, seen end, movie ryan, crew member, teri halloran remainder, movie follows, catandmouse game, ryan teri",100,1499
tt0120399,U Turn,1997,"Crime, Drama, Thriller",Oliver Stone,"John Ridley (screenplay), John Ridley (book)","Sean Penn, Billy Bob Thornton, Abraham Benrubi, Richard Rutowski","44,628",6.8," bobby car break, desert run, finger becomes, nearby small town, people stranger, young married, woman husband hire, bobby kill, hire bobby, kill husband",81.6667,1500
